unit,region,preproc,model,thresh,score,info_bound,num_iters,runtime
pupi0414_1,OV,surprise,sepnl_dists,0.00,0.485583,98.020900,412.60,15723.08
pupi0414_1,OV,surprise,sepnl_dists,0.25,0.490428,98.020900,240.20,6045.48
pupi0414_1,OV,surprise,sepnl_dists,0.50,0.492765,98.020900,154.47,1490.56
pupi0414_1,OV,surprise,sepnl_dists,0.75,0.506014,98.020900,118.93,2530.30
pupi0414_1,OV,surprise,sepnl_dists,1.00,0.657411,98.020900,246.53,1951.07
pupi0414_1,OV,surprise,poisson,0.00,0.622041,98.020900,212.80,3745.03
pupi0414_1,OV,surprise,poisson,0.25,0.623583,98.020900,239.73,2302.46
pupi0414_1,OV,surprise,poisson,0.50,0.620167,98.020900,151.07,1623.22
pupi0414_1,OV,surprise,poisson,0.75,0.627436,98.020900,89.40,885.29
pupi0414_1,OV,surprise,poisson,1.00,0.642439,98.020900,212.47,1806.26
pupi0414_1,OV,surprise,binomial,0.00,0.551424,98.020900,685.53,5597.06
pupi0414_1,OV,surprise,binomial,0.25,0.553287,98.020900,462.80,8264.84
pupi0414_1,OV,surprise,binomial,0.50,0.568648,98.020900,254.67,2088.42
pupi0414_1,OV,surprise,binomial,0.75,0.602971,98.020900,203.87,2088.54
pupi0414_1,OV,surprise,binomial,1.00,0.647509,98.020900,236.47,2824.76
pupi0414_1,OV,surprise,leglm,0.00,0.619248,98.020900,233.40,4206.93
pupi0414_1,OV,surprise,leglm,0.25,0.620059,98.020900,173.27,1714.08
pupi0414_1,OV,surprise,leglm,0.50,0.617593,98.020900,105.93,1100.74
pupi0414_1,OV,surprise,leglm,0.75,0.623192,98.020900,56.80,843.19
pupi0414_1,OV,surprise,leglm,1.00,0.640118,98.020900,160.20,2014.39
yy2728_7_B,CM,rawspectrogram,linear,0.00,0.153482,73.690100,1294.60,22926.66
yy2728_7_B,CM,rawspectrogram,linear,0.25,0.153801,73.690100,804.13,13095.98
yy2728_7_B,CM,rawspectrogram,linear,0.50,0.151327,73.690100,342.60,7091.19
yy2728_7_B,CM,rawspectrogram,linear,0.75,0.156812,73.690100,104.07,805.16
yy2728_7_B,CM,rawspectrogram,linear,1.00,0.136686,73.690100,65.13,465.29
yy2728_7_B,CM,rawspectrogram,sepnl_spline,0.00,0.185364,73.690100,1294.60,22926.66
yy2728_7_B,CM,rawspectrogram,sepnl_spline,0.25,0.183818,73.690100,804.13,13095.98
yy2728_7_B,CM,rawspectrogram,sepnl_spline,0.50,0.182034,73.690100,342.60,7091.19
yy2728_7_B,CM,rawspectrogram,sepnl_spline,0.75,0.189183,73.690100,104.07,805.16
yy2728_7_B,CM,rawspectrogram,sepnl_spline,1.00,0.164748,73.690100,65.13,465.29
yy2728_7_B,CM,rawspectrogram,sepnl_dists,0.00,0.188175,73.690100,1294.60,22926.66
yy2728_7_B,CM,rawspectrogram,sepnl_dists,0.25,0.189285,73.690100,804.13,13095.98
yy2728_7_B,CM,rawspectrogram,sepnl_dists,0.50,0.186118,73.690100,342.60,7091.19
yy2728_7_B,CM,rawspectrogram,sepnl_dists,0.75,0.193095,73.690100,104.07,805.16
yy2728_7_B,CM,rawspectrogram,sepnl_dists,1.00,0.170174,73.690100,65.13,465.29
yy2728_7_B,CM,rawspectrogram,poisson,0.00,0.076637,73.690100,1.00,234.05
yy2728_7_B,CM,rawspectrogram,poisson,0.25,0.090322,73.690100,69.13,794.29
yy2728_7_B,CM,rawspectrogram,poisson,0.50,0.158203,73.690100,208.00,1826.75
yy2728_7_B,CM,rawspectrogram,poisson,0.75,0.181550,73.690100,128.53,953.27
yy2728_7_B,CM,rawspectrogram,poisson,1.00,0.168637,73.690100,66.73,509.13
yy2728_7_B,CM,rawspectrogram,binomial,0.00,0.091063,73.690100,167.73,1137.02
yy2728_7_B,CM,rawspectrogram,binomial,0.25,0.094562,73.690100,177.87,1269.09
yy2728_7_B,CM,rawspectrogram,binomial,0.50,0.154404,73.690100,639.20,4641.52
yy2728_7_B,CM,rawspectrogram,binomial,0.75,0.175460,73.690100,218.40,1604.97
yy2728_7_B,CM,rawspectrogram,binomial,1.00,0.166533,73.690100,62.27,482.69
yy2728_7_B,CM,rawspectrogram,leglm,0.00,0.077148,73.690100,1.20,234.04
yy2728_7_B,CM,rawspectrogram,leglm,0.25,0.112015,73.690100,159.93,1944.58
yy2728_7_B,CM,rawspectrogram,leglm,0.50,0.166692,73.690100,345.40,2719.20
yy2728_7_B,CM,rawspectrogram,leglm,0.75,0.175763,73.690100,91.40,615.42
yy2728_7_B,CM,rawspectrogram,leglm,1.00,0.155577,73.690100,57.00,409.65
yy2728_7_B,CM,lyons,linear,0.00,0.144596,73.690100,505.93,17942.07
yy2728_7_B,CM,lyons,linear,0.25,0.139960,73.690100,179.13,6381.97
yy2728_7_B,CM,lyons,linear,0.50,0.152645,73.690100,139.27,1059.53
yy2728_7_B,CM,lyons,linear,0.75,0.153198,73.690100,69.73,537.73
yy2728_7_B,CM,lyons,linear,1.00,0.134739,73.690100,57.80,374.66
yy2728_7_B,CM,lyons,sepnl_spline,0.00,0.140081,73.690100,505.93,17942.07
yy2728_7_B,CM,lyons,sepnl_spline,0.25,0.136616,73.690100,179.13,6381.97
yy2728_7_B,CM,lyons,sepnl_spline,0.50,0.146063,73.690100,139.27,1059.53
yy2728_7_B,CM,lyons,sepnl_spline,0.75,0.148392,73.690100,69.73,537.73
yy2728_7_B,CM,lyons,sepnl_spline,1.00,0.130679,73.690100,57.80,374.66
yy2728_7_B,CM,lyons,sepnl_dists,0.00,0.143000,73.690100,505.93,17942.07
yy2728_7_B,CM,lyons,sepnl_dists,0.25,0.136257,73.690100,179.13,6381.97
yy2728_7_B,CM,lyons,sepnl_dists,0.50,0.146810,73.690100,139.27,1059.53
yy2728_7_B,CM,lyons,sepnl_dists,0.75,0.152138,73.690100,69.73,537.73
yy2728_7_B,CM,lyons,sepnl_dists,1.00,0.130383,73.690100,57.80,374.66
yy2728_7_B,CM,lyons,poisson,0.00,0.076704,73.690100,1.00,199.20
yy2728_7_B,CM,lyons,poisson,0.25,0.076704,73.690100,1.00,207.94
yy2728_7_B,CM,lyons,poisson,0.50,0.146816,73.690100,145.87,888.19
yy2728_7_B,CM,lyons,poisson,0.75,0.187953,73.690100,119.73,752.19
yy2728_7_B,CM,lyons,poisson,1.00,0.151587,73.690100,50.93,383.26
yy2728_7_B,CM,lyons,binomial,0.00,0.085460,73.690100,164.20,1167.06
yy2728_7_B,CM,lyons,binomial,0.25,0.087920,73.690100,105.20,850.92
yy2728_7_B,CM,lyons,binomial,0.50,0.146872,73.690100,260.20,1422.70
yy2728_7_B,CM,lyons,binomial,0.75,0.190820,73.690100,154.33,1298.73
yy2728_7_B,CM,lyons,binomial,1.00,0.160400,73.690100,46.33,378.47
yy2728_7_B,CM,lyons,leglm,0.00,0.076704,73.690100,1.00,163.48
yy2728_7_B,CM,lyons,leglm,0.25,0.094952,73.690100,54.13,547.29
yy2728_7_B,CM,lyons,leglm,0.50,0.140096,73.690100,146.67,1262.03
yy2728_7_B,CM,lyons,leglm,0.75,0.182431,73.690100,87.80,620.67
yy2728_7_B,CM,lyons,leglm,1.00,0.146568,73.690100,43.33,341.39
yy2728_7_B,CM,surprise,linear,0.00,0.241226,73.690100,25.53,568.42
yy2728_7_B,CM,surprise,linear,0.25,0.240194,73.690100,25.87,429.12
yy2728_7_B,CM,surprise,linear,0.50,0.243179,73.690100,21.87,419.37
yy2728_7_B,CM,surprise,linear,0.75,0.241803,73.690100,14.67,305.94
yy2728_7_B,CM,surprise,linear,1.00,0.227417,73.690100,79.33,691.63
yy2728_7_B,CM,surprise,sepnl_spline,0.00,0.240988,73.690100,25.53,568.42
yy2728_7_B,CM,surprise,sepnl_spline,0.25,0.197888,73.690100,25.87,429.12
yy2728_7_B,CM,surprise,sepnl_spline,0.50,0.228780,73.690100,21.87,419.37
yy2728_7_B,CM,surprise,sepnl_spline,0.75,0.260199,73.690100,14.67,305.94
yy2728_7_B,CM,surprise,sepnl_spline,1.00,0.236129,73.690100,79.33,691.63
yy2728_7_B,CM,surprise,sepnl_dists,0.00,0.231411,73.690100,25.53,568.42
yy2728_7_B,CM,surprise,sepnl_dists,0.25,0.210202,73.690100,25.87,429.12
yy2728_7_B,CM,surprise,sepnl_dists,0.50,0.219921,73.690100,21.87,419.37
yy2728_7_B,CM,surprise,sepnl_dists,0.75,0.225965,73.690100,14.67,305.94
yy2728_7_B,CM,surprise,sepnl_dists,1.00,0.209585,73.690100,79.33,691.63
yy2728_7_B,CM,surprise,poisson,0.00,0.136722,73.690100,31.87,569.22
yy2728_7_B,CM,surprise,poisson,0.25,0.144583,73.690100,32.13,604.94
yy2728_7_B,CM,surprise,poisson,0.50,0.144938,73.690100,26.80,534.24
yy2728_7_B,CM,surprise,poisson,0.75,0.156673,73.690100,21.33,397.91
yy2728_7_B,CM,surprise,poisson,1.00,0.154157,73.690100,32.07,485.50
yy2728_7_B,CM,surprise,binomial,0.00,0.093509,73.690100,68.27,859.91
yy2728_7_B,CM,surprise,binomial,0.25,0.098000,73.690100,57.67,1199.55
yy2728_7_B,CM,surprise,binomial,0.50,0.109578,73.690100,63.80,1193.58
yy2728_7_B,CM,surprise,binomial,0.75,0.139305,73.690100,66.87,1135.24
yy2728_7_B,CM,surprise,binomial,1.00,0.190118,73.690100,51.13,956.58
yy2728_7_B,CM,surprise,leglm,0.00,0.185780,73.690100,34.73,753.54
yy2728_7_B,CM,surprise,leglm,0.25,0.188080,73.690100,38.73,769.64
yy2728_7_B,CM,surprise,leglm,0.50,0.193602,73.690100,24.67,717.57
yy2728_7_B,CM,surprise,leglm,0.75,0.193403,73.690100,18.73,697.89
yy2728_7_B,CM,surprise,leglm,1.00,0.181211,73.690100,47.40,822.56
yy1617_5_B,L,rawspectrogram,linear,0.00,0.386059,140.728000,2204.00,95296.58
yy1617_5_B,L,rawspectrogram,linear,0.25,0.384498,140.728000,1237.53,29043.81
yy1617_5_B,L,rawspectrogram,linear,0.50,0.387251,140.728000,562.40,11466.66
yy1617_5_B,L,rawspectrogram,linear,0.75,0.394018,140.728000,172.20,1315.36
yy1617_5_B,L,rawspectrogram,linear,1.00,0.388005,140.728000,171.60,1108.25
yy1617_5_B,L,rawspectrogram,sepnl_spline,0.00,0.448391,140.728000,2204.00,95296.58
yy1617_5_B,L,rawspectrogram,sepnl_spline,0.25,0.435068,140.728000,1237.53,29043.81
yy1617_5_B,L,rawspectrogram,sepnl_spline,0.50,0.449374,140.728000,562.40,11466.66
yy1617_5_B,L,rawspectrogram,sepnl_spline,0.75,0.466975,140.728000,172.20,1315.36
yy1617_5_B,L,rawspectrogram,sepnl_spline,1.00,0.468447,140.728000,171.60,1108.25
yy1617_5_B,L,rawspectrogram,sepnl_dists,0.00,0.442676,140.728000,2204.00,95296.58
yy1617_5_B,L,rawspectrogram,sepnl_dists,0.25,0.444122,140.728000,1237.53,29043.81
yy1617_5_B,L,rawspectrogram,sepnl_dists,0.50,0.442425,140.728000,562.40,11466.66
yy1617_5_B,L,rawspectrogram,sepnl_dists,0.75,0.459521,140.728000,172.20,1315.36
yy1617_5_B,L,rawspectrogram,sepnl_dists,1.00,0.463221,140.728000,171.60,1108.25
yy1617_5_B,L,rawspectrogram,poisson,0.00,0.288828,140.728000,791.00,8204.75
yy1617_5_B,L,rawspectrogram,poisson,0.25,0.259897,140.728000,177.20,2208.60
yy1617_5_B,L,rawspectrogram,poisson,0.50,0.369763,140.728000,289.13,2693.01
yy1617_5_B,L,rawspectrogram,poisson,0.75,0.378175,140.728000,120.93,1030.89
yy1617_5_B,L,rawspectrogram,poisson,1.00,0.388186,140.728000,96.53,698.23
yy1617_5_B,L,rawspectrogram,binomial,0.00,0.294233,140.728000,997.80,6630.50
yy1617_5_B,L,rawspectrogram,binomial,0.25,0.297217,140.728000,607.67,4755.98
yy1617_5_B,L,rawspectrogram,binomial,0.50,0.370356,140.728000,717.33,5074.42
yy1617_5_B,L,rawspectrogram,binomial,0.75,0.394261,140.728000,254.53,1757.49
yy1617_5_B,L,rawspectrogram,binomial,1.00,0.407749,140.728000,117.67,927.94
yy1617_5_B,L,rawspectrogram,leglm,0.00,0.345581,140.728000,684.53,5959.44
yy1617_5_B,L,rawspectrogram,leglm,0.25,0.365511,140.728000,454.20,4430.53
yy1617_5_B,L,rawspectrogram,leglm,0.50,0.394271,140.728000,251.87,1669.72
yy1617_5_B,L,rawspectrogram,leglm,0.75,0.408339,140.728000,95.00,657.10
yy1617_5_B,L,rawspectrogram,leglm,1.00,0.401946,140.728000,96.67,606.96
yy1617_5_B,L,lyons,linear,0.00,0.459238,140.728000,1352.73,29560.63
yy1617_5_B,L,lyons,linear,0.25,0.462224,140.728000,430.20,2917.89
yy1617_5_B,L,lyons,linear,0.50,0.466190,140.728000,363.53,2828.76
yy1617_5_B,L,lyons,linear,0.75,0.463153,140.728000,259.00,1673.60
yy1617_5_B,L,lyons,linear,1.00,0.444271,140.728000,163.73,880.83
yy1617_5_B,L,lyons,sepnl_spline,0.00,0.457004,140.728000,1352.73,29560.63
yy1617_5_B,L,lyons,sepnl_spline,0.25,0.504190,140.728000,430.20,2917.89
yy1617_5_B,L,lyons,sepnl_spline,0.50,0.509286,140.728000,363.53,2828.76
yy1617_5_B,L,lyons,sepnl_spline,0.75,0.511199,140.728000,259.00,1673.60
yy1617_5_B,L,lyons,sepnl_spline,1.00,0.492190,140.728000,163.73,880.83
yy1617_5_B,L,lyons,sepnl_dists,0.00,0.476405,140.728000,1352.73,29560.63
yy1617_5_B,L,lyons,sepnl_dists,0.25,0.485761,140.728000,430.20,2917.89
yy1617_5_B,L,lyons,sepnl_dists,0.50,0.505793,140.728000,363.53,2828.76
yy1617_5_B,L,lyons,sepnl_dists,0.75,0.502943,140.728000,259.00,1673.60
yy1617_5_B,L,lyons,sepnl_dists,1.00,0.489402,140.728000,163.73,880.83
yy1617_5_B,L,lyons,poisson,0.00,0.158120,140.728000,1.27,284.87
yy1617_5_B,L,lyons,poisson,0.25,0.162446,140.728000,1.27,198.73
yy1617_5_B,L,lyons,poisson,0.50,0.381541,140.728000,115.20,1190.14
yy1617_5_B,L,lyons,poisson,0.75,0.451456,140.728000,110.07,882.59
yy1617_5_B,L,lyons,poisson,1.00,0.429723,140.728000,85.93,661.53
yy1617_5_B,L,lyons,binomial,0.00,0.145843,140.728000,1.60,227.25
yy1617_5_B,L,lyons,binomial,0.25,0.216193,140.728000,95.47,753.82
yy1617_5_B,L,lyons,binomial,0.50,0.328009,140.728000,254.73,2385.30
yy1617_5_B,L,lyons,binomial,0.75,0.454061,140.728000,149.60,997.65
yy1617_5_B,L,lyons,binomial,1.00,0.441820,140.728000,81.93,654.84
yy1617_5_B,L,lyons,leglm,0.00,0.325897,140.728000,132.27,1351.92
yy1617_5_B,L,lyons,leglm,0.25,0.444488,140.728000,161.40,1046.59
yy1617_5_B,L,lyons,leglm,0.50,0.461652,140.728000,146.53,772.78
yy1617_5_B,L,lyons,leglm,0.75,0.460081,140.728000,72.40,738.70
yy1617_5_B,L,lyons,leglm,1.00,0.452047,140.728000,114.27,683.43
yy1617_5_B,L,surprise,linear,0.00,0.496334,140.728000,48.40,1968.20
yy1617_5_B,L,surprise,linear,0.25,0.495923,140.728000,57.87,771.31
yy1617_5_B,L,surprise,linear,0.50,0.493760,140.728000,36.93,609.40
yy1617_5_B,L,surprise,linear,0.75,0.489020,140.728000,22.27,366.98
yy1617_5_B,L,surprise,linear,1.00,0.488020,140.728000,139.60,1308.08
yy1617_5_B,L,surprise,sepnl_spline,0.00,0.506554,140.728000,48.40,1968.20
yy1617_5_B,L,surprise,sepnl_spline,0.25,0.510771,140.728000,57.87,771.31
yy1617_5_B,L,surprise,sepnl_spline,0.50,0.507558,140.728000,36.93,609.40
yy1617_5_B,L,surprise,sepnl_spline,0.75,0.499967,140.728000,22.27,366.98
yy1617_5_B,L,surprise,sepnl_spline,1.00,0.497765,140.728000,139.60,1308.08
yy1617_5_B,L,surprise,sepnl_dists,0.00,0.425884,140.728000,48.40,1968.20
yy1617_5_B,L,surprise,sepnl_dists,0.25,0.471932,140.728000,57.87,771.31
yy1617_5_B,L,surprise,sepnl_dists,0.50,0.492708,140.728000,36.93,609.40
yy1617_5_B,L,surprise,sepnl_dists,0.75,0.485926,140.728000,22.27,366.98
yy1617_5_B,L,surprise,sepnl_dists,1.00,0.489102,140.728000,139.60,1308.08
yy1617_5_B,L,surprise,poisson,0.00,0.401077,140.728000,41.73,935.72
yy1617_5_B,L,surprise,poisson,0.25,0.398391,140.728000,36.40,798.84
yy1617_5_B,L,surprise,poisson,0.50,0.406597,140.728000,27.13,638.39
yy1617_5_B,L,surprise,poisson,0.75,0.400445,140.728000,25.60,508.94
yy1617_5_B,L,surprise,poisson,1.00,0.372489,140.728000,81.60,1123.25
yy1617_5_B,L,surprise,binomial,0.00,0.354402,140.728000,60.93,1089.58
yy1617_5_B,L,surprise,binomial,0.25,0.351983,140.728000,71.07,908.71
yy1617_5_B,L,surprise,binomial,0.50,0.358666,140.728000,81.87,1017.89
yy1617_5_B,L,surprise,binomial,0.75,0.383624,140.728000,57.47,1223.74
yy1617_5_B,L,surprise,binomial,1.00,0.429309,140.728000,76.87,1039.07
yy1617_5_B,L,surprise,leglm,0.00,0.473827,140.728000,33.87,770.00
yy1617_5_B,L,surprise,leglm,0.25,0.473515,140.728000,24.20,520.34
yy1617_5_B,L,surprise,leglm,0.50,0.481667,140.728000,21.67,589.86
yy1617_5_B,L,surprise,leglm,0.75,0.472168,140.728000,16.00,356.43
yy1617_5_B,L,surprise,leglm,1.00,0.425625,140.728000,82.80,813.28
yy1617_4_A,MLd,rawspectrogram,linear,0.00,0.327775,251.762000,1295.20,20964.89
yy1617_4_A,MLd,rawspectrogram,linear,0.25,0.334001,251.762000,1065.00,8649.94
yy1617_4_A,MLd,rawspectrogram,linear,0.50,0.333947,251.762000,511.73,4083.28
yy1617_4_A,MLd,rawspectrogram,linear,0.75,0.335092,251.762000,193.47,1292.44
yy1617_4_A,MLd,rawspectrogram,linear,1.00,0.314993,251.762000,184.33,1097.39
yy1617_4_A,MLd,rawspectrogram,sepnl_spline,0.00,0.392566,251.762000,1295.20,20964.89
yy1617_4_A,MLd,rawspectrogram,sepnl_spline,0.25,0.392355,251.762000,1065.00,8649.94
yy1617_4_A,MLd,rawspectrogram,sepnl_spline,0.50,0.400716,251.762000,511.73,4083.28
yy1617_4_A,MLd,rawspectrogram,sepnl_spline,0.75,0.409702,251.762000,193.47,1292.44
yy1617_4_A,MLd,rawspectrogram,sepnl_spline,1.00,0.402508,251.762000,184.33,1097.39
yy1617_4_A,MLd,rawspectrogram,sepnl_dists,0.00,0.379300,251.762000,1295.20,20964.89
yy1617_4_A,MLd,rawspectrogram,sepnl_dists,0.25,0.378584,251.762000,1065.00,8649.94
yy1617_4_A,MLd,rawspectrogram,sepnl_dists,0.50,0.389199,251.762000,511.73,4083.28
yy1617_4_A,MLd,rawspectrogram,sepnl_dists,0.75,0.392156,251.762000,193.47,1292.44
yy1617_4_A,MLd,rawspectrogram,sepnl_dists,1.00,0.390536,251.762000,184.33,1097.39
yy1617_4_A,MLd,rawspectrogram,poisson,0.00,0.116458,251.762000,335.33,2205.79
yy1617_4_A,MLd,rawspectrogram,poisson,0.25,0.161654,251.762000,212.27,1531.77
yy1617_4_A,MLd,rawspectrogram,poisson,0.50,0.301852,251.762000,267.67,3486.89
yy1617_4_A,MLd,rawspectrogram,poisson,0.75,0.264455,251.762000,181.93,1028.03
yy1617_4_A,MLd,rawspectrogram,poisson,1.00,0.292860,251.762000,74.00,669.95
yy1617_4_A,MLd,rawspectrogram,binomial,0.00,0.112464,251.762000,169.93,1170.54
yy1617_4_A,MLd,rawspectrogram,binomial,0.25,0.159118,251.762000,282.00,1840.81
yy1617_4_A,MLd,rawspectrogram,binomial,0.50,0.297538,251.762000,514.00,5305.05
yy1617_4_A,MLd,rawspectrogram,binomial,0.75,0.317857,251.762000,300.47,1875.34
yy1617_4_A,MLd,rawspectrogram,binomial,1.00,0.309715,251.762000,99.60,656.33
yy1617_4_A,MLd,rawspectrogram,leglm,0.00,0.161304,251.762000,295.07,2140.74
yy1617_4_A,MLd,rawspectrogram,leglm,0.25,0.189954,251.762000,373.60,3090.73
yy1617_4_A,MLd,rawspectrogram,leglm,0.50,0.340552,251.762000,360.27,2625.29
yy1617_4_A,MLd,rawspectrogram,leglm,0.75,0.327220,251.762000,107.93,892.88
yy1617_4_A,MLd,rawspectrogram,leglm,1.00,0.296433,251.762000,67.40,476.04
yy1617_4_A,MLd,lyons,linear,0.00,0.428847,251.762000,2292.40,24817.64
yy1617_4_A,MLd,lyons,linear,0.25,0.433673,251.762000,515.07,7547.22
yy1617_4_A,MLd,lyons,linear,0.50,0.435498,251.762000,460.20,7145.16
yy1617_4_A,MLd,lyons,linear,0.75,0.429864,251.762000,353.67,1890.73
yy1617_4_A,MLd,lyons,linear,1.00,0.412223,251.762000,323.27,1517.80
yy1617_4_A,MLd,lyons,sepnl_spline,0.00,0.486175,251.762000,2292.40,24817.64
yy1617_4_A,MLd,lyons,sepnl_spline,0.25,0.484838,251.762000,515.07,7547.22
yy1617_4_A,MLd,lyons,sepnl_spline,0.50,0.485180,251.762000,460.20,7145.16
yy1617_4_A,MLd,lyons,sepnl_spline,0.75,0.466211,251.762000,353.67,1890.73
yy1617_4_A,MLd,lyons,sepnl_spline,1.00,0.447068,251.762000,323.27,1517.80
yy1617_4_A,MLd,lyons,sepnl_dists,0.00,0.461632,251.762000,2292.40,24817.64
yy1617_4_A,MLd,lyons,sepnl_dists,0.25,0.469446,251.762000,515.07,7547.22
yy1617_4_A,MLd,lyons,sepnl_dists,0.50,0.459018,251.762000,460.20,7145.16
yy1617_4_A,MLd,lyons,sepnl_dists,0.75,0.387476,251.762000,353.67,1890.73
yy1617_4_A,MLd,lyons,sepnl_dists,1.00,0.360597,251.762000,323.27,1517.80
yy1617_4_A,MLd,lyons,poisson,0.00,0.112283,251.762000,91.60,821.33
yy1617_4_A,MLd,lyons,poisson,0.25,0.176689,251.762000,79.40,552.90
yy1617_4_A,MLd,lyons,poisson,0.50,0.408833,251.762000,185.53,1317.74
yy1617_4_A,MLd,lyons,poisson,0.75,0.385574,251.762000,197.87,1580.68
yy1617_4_A,MLd,lyons,poisson,1.00,0.326608,251.762000,97.60,592.01
yy1617_4_A,MLd,lyons,binomial,0.00,0.156984,251.762000,270.27,1834.02
yy1617_4_A,MLd,lyons,binomial,0.25,0.125046,251.762000,42.00,456.01
yy1617_4_A,MLd,lyons,binomial,0.50,0.347369,251.762000,181.67,1621.38
yy1617_4_A,MLd,lyons,binomial,0.75,0.449392,251.762000,227.40,1700.32
yy1617_4_A,MLd,lyons,binomial,1.00,0.413796,251.762000,152.60,1102.97
yy1617_4_A,MLd,lyons,leglm,0.00,0.162675,251.762000,193.40,1045.13
yy1617_4_A,MLd,lyons,leglm,0.25,0.222991,251.762000,54.53,941.04
yy1617_4_A,MLd,lyons,leglm,0.50,0.462874,251.762000,169.00,1991.27
yy1617_4_A,MLd,lyons,leglm,0.75,0.421392,251.762000,126.00,1481.65
yy1617_4_A,MLd,lyons,leglm,1.00,0.391667,251.762000,102.20,1073.06
yy1617_4_A,MLd,surprise,linear,0.00,0.410449,251.762000,158.00,1777.57
yy1617_4_A,MLd,surprise,linear,0.25,0.406357,251.762000,54.53,800.85
yy1617_4_A,MLd,surprise,linear,0.50,0.409520,251.762000,52.93,729.79
yy1617_4_A,MLd,surprise,linear,0.75,0.405880,251.762000,32.00,445.71
yy1617_4_A,MLd,surprise,linear,1.00,0.406599,251.762000,146.80,1155.73
yy1617_4_A,MLd,surprise,sepnl_spline,0.00,0.426302,251.762000,158.00,1777.57
yy1617_4_A,MLd,surprise,sepnl_spline,0.25,0.340267,251.762000,54.53,800.85
yy1617_4_A,MLd,surprise,sepnl_spline,0.50,0.424963,251.762000,52.93,729.79
yy1617_4_A,MLd,surprise,sepnl_spline,0.75,0.421591,251.762000,32.00,445.71
yy1617_4_A,MLd,surprise,sepnl_spline,1.00,0.419162,251.762000,146.80,1155.73
yy1617_4_A,MLd,surprise,sepnl_dists,0.00,0.404090,251.762000,158.00,1777.57
yy1617_4_A,MLd,surprise,sepnl_dists,0.25,0.415717,251.762000,54.53,800.85
yy1617_4_A,MLd,surprise,sepnl_dists,0.50,0.401442,251.762000,52.93,729.79
yy1617_4_A,MLd,surprise,sepnl_dists,0.75,0.394926,251.762000,32.00,445.71
yy1617_4_A,MLd,surprise,sepnl_dists,1.00,0.398974,251.762000,146.80,1155.73
yy1617_4_A,MLd,surprise,poisson,0.00,0.256548,251.762000,95.60,1217.68
yy1617_4_A,MLd,surprise,poisson,0.25,0.263306,251.762000,35.33,551.27
yy1617_4_A,MLd,surprise,poisson,0.50,0.256663,251.762000,40.93,580.43
yy1617_4_A,MLd,surprise,poisson,0.75,0.223498,251.762000,40.67,505.40
yy1617_4_A,MLd,surprise,poisson,1.00,0.225198,251.762000,122.80,1701.96
yy1617_4_A,MLd,surprise,binomial,0.00,0.268508,251.762000,75.40,1433.07
yy1617_4_A,MLd,surprise,binomial,0.25,0.264302,251.762000,43.00,1543.20
yy1617_4_A,MLd,surprise,binomial,0.50,0.275250,251.762000,36.33,570.42
yy1617_4_A,MLd,surprise,binomial,0.75,0.281471,251.762000,34.47,621.69
yy1617_4_A,MLd,surprise,binomial,1.00,0.288511,251.762000,87.13,1638.53
yy1617_4_A,MLd,surprise,leglm,0.00,0.369531,251.762000,43.27,1333.48
yy1617_4_A,MLd,surprise,leglm,0.25,0.366709,251.762000,46.47,1031.09
yy1617_4_A,MLd,surprise,leglm,0.50,0.376389,251.762000,33.40,550.33
yy1617_4_A,MLd,surprise,leglm,0.75,0.366572,251.762000,21.33,415.93
yy1617_4_A,MLd,surprise,leglm,1.00,0.285029,251.762000,63.20,1013.81
obla1305_7,OV,rawspectrogram,linear,0.00,0.669835,60.519400,835.67,26069.58
obla1305_7,OV,rawspectrogram,linear,0.25,0.805068,60.519400,307.40,10226.99
obla1305_7,OV,rawspectrogram,linear,0.50,0.809454,60.519400,178.53,1232.31
obla1305_7,OV,rawspectrogram,linear,0.75,0.810338,60.519400,119.47,1062.88
obla1305_7,OV,rawspectrogram,linear,1.00,0.806690,60.519400,131.33,986.80
obla1305_7,OV,rawspectrogram,sepnl_spline,0.00,0.715639,60.519400,835.67,26069.58
obla1305_7,OV,rawspectrogram,sepnl_spline,0.25,0.804372,60.519400,307.40,10226.99
obla1305_7,OV,rawspectrogram,sepnl_spline,0.50,0.808240,60.519400,178.53,1232.31
obla1305_7,OV,rawspectrogram,sepnl_spline,0.75,0.804665,60.519400,119.47,1062.88
obla1305_7,OV,rawspectrogram,sepnl_spline,1.00,0.817071,60.519400,131.33,986.80
obla1305_7,OV,rawspectrogram,sepnl_dists,0.00,0.722833,60.519400,835.67,26069.58
obla1305_7,OV,rawspectrogram,sepnl_dists,0.25,0.809654,60.519400,307.40,10226.99
obla1305_7,OV,rawspectrogram,sepnl_dists,0.50,0.820490,60.519400,178.53,1232.31
obla1305_7,OV,rawspectrogram,sepnl_dists,0.75,0.822253,60.519400,119.47,1062.88
obla1305_7,OV,rawspectrogram,sepnl_dists,1.00,0.821165,60.519400,131.33,986.80
obla1305_7,OV,rawspectrogram,poisson,0.00,0.754050,60.519400,1995.80,16658.12
obla1305_7,OV,rawspectrogram,poisson,0.25,0.760583,60.519400,151.47,2019.68
obla1305_7,OV,rawspectrogram,poisson,0.50,0.765723,60.519400,110.07,820.43
obla1305_7,OV,rawspectrogram,poisson,0.75,0.767433,60.519400,73.13,551.82
