region,preproc,model,thresh,score
OV,surprise,poisson,0.75,0.627436
OV,surprise,poisson,1.00,0.642439
OV,surprise,binomial,0.00,0.551424
OV,surprise,binomial,0.25,0.553287
OV,surprise,binomial,0.50,0.568648
OV,surprise,binomial,0.75,0.602971
OV,surprise,binomial,1.00,0.647509
OV,surprise,leglm,0.00,0.619248
OV,surprise,leglm,0.25,0.620059
OV,surprise,leglm,0.50,0.617593
OV,surprise,leglm,0.75,0.623192
OV,surprise,leglm,1.00,0.640118
CM,rawspectrogram,linear,0.00,0.153482
CM,rawspectrogram,linear,0.25,0.153801
CM,rawspectrogram,linear,0.50,0.151327
CM,rawspectrogram,linear,0.75,0.156812
CM,rawspectrogram,linear,1.00,0.136686
CM,rawspectrogram,sepnl_spline,0.00,0.185364
CM,rawspectrogram,sepnl_spline,0.25,0.183818
CM,rawspectrogram,sepnl_spline,0.50,0.182034
CM,rawspectrogram,sepnl_spline,0.75,0.189183
CM,rawspectrogram,sepnl_spline,1.00,0.164748
CM,rawspectrogram,sepnl_dists,0.00,0.188175
CM,rawspectrogram,sepnl_dists,0.25,0.189285
CM,rawspectrogram,sepnl_dists,0.50,0.186118
CM,rawspectrogram,sepnl_dists,0.75,0.193095
CM,rawspectrogram,sepnl_dists,1.00,0.170174
CM,rawspectrogram,poisson,0.00,0.076637
CM,rawspectrogram,poisson,0.25,0.090322
CM,rawspectrogram,poisson,0.50,0.158203
CM,rawspectrogram,poisson,0.75,0.181550
CM,rawspectrogram,poisson,1.00,0.168637
CM,rawspectrogram,binomial,0.00,0.091063
CM,rawspectrogram,binomial,0.25,0.094562
CM,rawspectrogram,binomial,0.50,0.154404
CM,rawspectrogram,binomial,0.75,0.175460
CM,rawspectrogram,binomial,1.00,0.166533
CM,rawspectrogram,leglm,0.00,0.077148
CM,rawspectrogram,leglm,0.25,0.112015
CM,rawspectrogram,leglm,0.50,0.166692
CM,rawspectrogram,leglm,0.75,0.175763
CM,rawspectrogram,leglm,1.00,0.155577
CM,lyons,linear,0.00,0.144596
CM,lyons,linear,0.25,0.139960
CM,lyons,linear,0.50,0.152645
CM,lyons,linear,0.75,0.153198
CM,lyons,linear,1.00,0.134739
CM,lyons,sepnl_spline,0.00,0.140081
CM,lyons,sepnl_spline,0.25,0.136616
CM,lyons,sepnl_spline,0.50,0.146063
CM,lyons,sepnl_spline,0.75,0.148392
CM,lyons,sepnl_spline,1.00,0.130679
CM,lyons,sepnl_dists,0.00,0.143000
CM,lyons,sepnl_dists,0.25,0.136257
CM,lyons,sepnl_dists,0.50,0.146810
CM,lyons,sepnl_dists,0.75,0.152138
CM,lyons,sepnl_dists,1.00,0.130383
CM,lyons,poisson,0.00,0.076704
CM,lyons,poisson,0.25,0.076704
CM,lyons,poisson,0.50,0.146816
CM,lyons,poisson,0.75,0.187953
CM,lyons,poisson,1.00,0.151587
CM,lyons,binomial,0.00,0.085460
CM,lyons,binomial,0.25,0.087920
CM,lyons,binomial,0.50,0.146872
CM,lyons,binomial,0.75,0.190820
CM,lyons,binomial,1.00,0.160400
CM,lyons,leglm,0.00,0.076704
CM,lyons,leglm,0.25,0.094952
CM,lyons,leglm,0.50,0.140096
CM,lyons,leglm,0.75,0.182431
CM,lyons,leglm,1.00,0.146568
CM,surprise,linear,0.00,0.241226
CM,surprise,linear,0.25,0.240194
CM,surprise,linear,0.50,0.243179
CM,surprise,linear,0.75,0.241803
CM,surprise,linear,1.00,0.227417
CM,surprise,sepnl_spline,0.00,0.240988
CM,surprise,sepnl_spline,0.25,0.197888
CM,surprise,sepnl_spline,0.50,0.228780
CM,surprise,sepnl_spline,0.75,0.260199
CM,surprise,sepnl_spline,1.00,0.236129
CM,surprise,sepnl_dists,0.00,0.231411
CM,surprise,sepnl_dists,0.25,0.210202
CM,surprise,sepnl_dists,0.50,0.219921
CM,surprise,sepnl_dists,0.75,0.225965
CM,surprise,sepnl_dists,1.00,0.209585
CM,surprise,poisson,0.00,0.136722
CM,surprise,poisson,0.25,0.144583
CM,surprise,poisson,0.50,0.144938
CM,surprise,poisson,0.75,0.156673
CM,surprise,poisson,1.00,0.154157
CM,surprise,binomial,0.00,0.093509
CM,surprise,binomial,0.25,0.098000
CM,surprise,binomial,0.50,0.109578
CM,surprise,binomial,0.75,0.139305
CM,surprise,binomial,1.00,0.190118
CM,surprise,leglm,0.00,0.185780
CM,surprise,leglm,0.25,0.188080
CM,surprise,leglm,0.50,0.193602
CM,surprise,leglm,0.75,0.193403
CM,surprise,leglm,1.00,0.181211
L,rawspectrogram,linear,0.00,0.386059
L,rawspectrogram,linear,0.25,0.384498
L,rawspectrogram,linear,0.50,0.387251
L,rawspectrogram,linear,0.75,0.394018
L,rawspectrogram,linear,1.00,0.388005
L,rawspectrogram,sepnl_spline,0.00,0.448391
L,rawspectrogram,sepnl_spline,0.25,0.435068
L,rawspectrogram,sepnl_spline,0.50,0.449374
L,rawspectrogram,sepnl_spline,0.75,0.466975
L,rawspectrogram,sepnl_spline,1.00,0.468447
L,rawspectrogram,sepnl_dists,0.00,0.442676
L,rawspectrogram,sepnl_dists,0.25,0.444122
L,rawspectrogram,sepnl_dists,0.50,0.442425
L,rawspectrogram,sepnl_dists,0.75,0.459521
L,rawspectrogram,sepnl_dists,1.00,0.463221
L,rawspectrogram,poisson,0.00,0.288828
L,rawspectrogram,poisson,0.25,0.259897
L,rawspectrogram,poisson,0.50,0.369763
L,rawspectrogram,poisson,0.75,0.378175
L,rawspectrogram,poisson,1.00,0.388186
L,rawspectrogram,binomial,0.00,0.294233
L,rawspectrogram,binomial,0.25,0.297217
L,rawspectrogram,binomial,0.50,0.370356
L,rawspectrogram,binomial,0.75,0.394261
L,rawspectrogram,binomial,1.00,0.407749
L,rawspectrogram,leglm,0.00,0.345581
L,rawspectrogram,leglm,0.25,0.365511
L,rawspectrogram,leglm,0.50,0.394271
L,rawspectrogram,leglm,0.75,0.408339
L,rawspectrogram,leglm,1.00,0.401946
L,lyons,linear,0.00,0.459238
L,lyons,linear,0.25,0.462224
L,lyons,linear,0.50,0.466190
L,lyons,linear,0.75,0.463153
L,lyons,linear,1.00,0.444271
L,lyons,sepnl_spline,0.00,0.457004
L,lyons,sepnl_spline,0.25,0.504190
L,lyons,sepnl_spline,0.50,0.509286
L,lyons,sepnl_spline,0.75,0.511199
L,lyons,sepnl_spline,1.00,0.492190
L,lyons,sepnl_dists,0.00,0.476405
L,lyons,sepnl_dists,0.25,0.485761
L,lyons,sepnl_dists,0.50,0.505793
L,lyons,sepnl_dists,0.75,0.502943
L,lyons,sepnl_dists,1.00,0.489402
L,lyons,poisson,0.00,0.158120
L,lyons,poisson,0.25,0.162446
L,lyons,poisson,0.50,0.381541
L,lyons,poisson,0.75,0.451456
L,lyons,poisson,1.00,0.429723
L,lyons,binomial,0.00,0.145843
L,lyons,binomial,0.25,0.216193
L,lyons,binomial,0.50,0.328009
L,lyons,binomial,0.75,0.454061
L,lyons,binomial,1.00,0.441820
L,lyons,leglm,0.00,0.325897
L,lyons,leglm,0.25,0.444488
L,lyons,leglm,0.50,0.461652
L,lyons,leglm,0.75,0.460081
L,lyons,leglm,1.00,0.452047
L,surprise,linear,0.00,0.496334
L,surprise,linear,0.25,0.495923
L,surprise,linear,0.50,0.493760
L,surprise,linear,0.75,0.489020
L,surprise,linear,1.00,0.488020
L,surprise,sepnl_spline,0.00,0.506554
L,surprise,sepnl_spline,0.25,0.510771
L,surprise,sepnl_spline,0.50,0.507558
L,surprise,sepnl_spline,0.75,0.499967
L,surprise,sepnl_spline,1.00,0.497765
L,surprise,sepnl_dists,0.00,0.425884
L,surprise,sepnl_dists,0.25,0.471932
L,surprise,sepnl_dists,0.50,0.492708
L,surprise,sepnl_dists,0.75,0.485926
L,surprise,sepnl_dists,1.00,0.489102
L,surprise,poisson,0.00,0.401077
L,surprise,poisson,0.25,0.398391
L,surprise,poisson,0.50,0.406597
L,surprise,poisson,0.75,0.400445
L,surprise,poisson,1.00,0.372489
L,surprise,binomial,0.00,0.354402
L,surprise,binomial,0.25,0.351983
L,surprise,binomial,0.50,0.358666
L,surprise,binomial,0.75,0.383624
L,surprise,binomial,1.00,0.429309
L,surprise,leglm,0.00,0.473827
L,surprise,leglm,0.25,0.473515
L,surprise,leglm,0.50,0.481667
L,surprise,leglm,0.75,0.472168
L,surprise,leglm,1.00,0.425625
MLd,rawspectrogram,linear,0.00,0.327775
MLd,rawspectrogram,linear,0.25,0.334001
MLd,rawspectrogram,linear,0.50,0.333947
MLd,rawspectrogram,linear,0.75,0.335092
MLd,rawspectrogram,linear,1.00,0.314993
MLd,rawspectrogram,sepnl_spline,0.00,0.392566
MLd,rawspectrogram,sepnl_spline,0.25,0.392355
MLd,rawspectrogram,sepnl_spline,0.50,0.400716
MLd,rawspectrogram,sepnl_spline,0.75,0.409702
MLd,rawspectrogram,sepnl_spline,1.00,0.402508
MLd,rawspectrogram,sepnl_dists,0.00,0.379300
MLd,rawspectrogram,sepnl_dists,0.25,0.378584
MLd,rawspectrogram,sepnl_dists,0.50,0.389199
MLd,rawspectrogram,sepnl_dists,0.75,0.392156
MLd,rawspectrogram,sepnl_dists,1.00,0.390536
MLd,rawspectrogram,poisson,0.00,0.116458
MLd,rawspectrogram,poisson,0.25,0.161654
MLd,rawspectrogram,poisson,0.50,0.301852
MLd,rawspectrogram,poisson,0.75,0.264455
MLd,rawspectrogram,poisson,1.00,0.292860
MLd,rawspectrogram,binomial,0.00,0.112464
MLd,rawspectrogram,binomial,0.25,0.159118
MLd,rawspectrogram,binomial,0.50,0.297538
MLd,rawspectrogram,binomial,0.75,0.317857
MLd,rawspectrogram,binomial,1.00,0.309715
MLd,rawspectrogram,leglm,0.00,0.161304
MLd,rawspectrogram,leglm,0.25,0.189954
MLd,rawspectrogram,leglm,0.50,0.340552
MLd,rawspectrogram,leglm,0.75,0.327220
MLd,rawspectrogram,leglm,1.00,0.296433
MLd,lyons,linear,0.00,0.428847
MLd,lyons,linear,0.25,0.433673
MLd,lyons,linear,0.50,0.435498
MLd,lyons,linear,0.75,0.429864
MLd,lyons,linear,1.00,0.412223
MLd,lyons,sepnl_spline,0.00,0.486175
MLd,lyons,sepnl_spline,0.25,0.484838
MLd,lyons,sepnl_spline,0.50,0.485180
MLd,lyons,sepnl_spline,0.75,0.466211
MLd,lyons,sepnl_spline,1.00,0.447068
MLd,lyons,sepnl_dists,0.00,0.461632
MLd,lyons,sepnl_dists,0.25,0.469446
MLd,lyons,sepnl_dists,0.50,0.459018
MLd,lyons,sepnl_dists,0.75,0.387476
MLd,lyons,sepnl_dists,1.00,0.360597
MLd,lyons,poisson,0.00,0.112283
MLd,lyons,poisson,0.25,0.176689
MLd,lyons,poisson,0.50,0.408833
MLd,lyons,poisson,0.75,0.385574
MLd,lyons,poisson,1.00,0.326608
MLd,lyons,binomial,0.00,0.156984
MLd,lyons,binomial,0.25,0.125046
MLd,lyons,binomial,0.50,0.347369
MLd,lyons,binomial,0.75,0.449392
MLd,lyons,binomial,1.00,0.413796
MLd,lyons,leglm,0.00,0.162675
MLd,lyons,leglm,0.25,0.222991
MLd,lyons,leglm,0.50,0.462874
MLd,lyons,leglm,0.75,0.421392
MLd,lyons,leglm,1.00,0.391667
MLd,surprise,linear,0.00,0.410449
MLd,surprise,linear,0.25,0.406357
MLd,surprise,linear,0.50,0.409520
MLd,surprise,linear,0.75,0.405880
MLd,surprise,linear,1.00,0.406599
MLd,surprise,sepnl_spline,0.00,0.426302
MLd,surprise,sepnl_spline,0.25,0.340267
MLd,surprise,sepnl_spline,0.50,0.424963
MLd,surprise,sepnl_spline,0.75,0.421591
MLd,surprise,sepnl_spline,1.00,0.419162
MLd,surprise,sepnl_dists,0.00,0.404090
MLd,surprise,sepnl_dists,0.25,0.415717
MLd,surprise,sepnl_dists,0.50,0.401442
MLd,surprise,sepnl_dists,0.75,0.394926
MLd,surprise,sepnl_dists,1.00,0.398974
MLd,surprise,poisson,0.00,0.256548
MLd,surprise,poisson,0.25,0.263306
MLd,surprise,poisson,0.50,0.256663
MLd,surprise,poisson,0.75,0.223498
MLd,surprise,poisson,1.00,0.225198
MLd,surprise,binomial,0.00,0.268508
MLd,surprise,binomial,0.25,0.264302
MLd,surprise,binomial,0.50,0.275250
MLd,surprise,binomial,0.75,0.281471
MLd,surprise,binomial,1.00,0.288511
MLd,surprise,leglm,0.00,0.369531
MLd,surprise,leglm,0.25,0.366709
MLd,surprise,leglm,0.50,0.376389
MLd,surprise,leglm,0.75,0.366572
MLd,surprise,leglm,1.00,0.285029
OV,rawspectrogram,linear,0.00,0.669835
OV,rawspectrogram,linear,0.25,0.805068
OV,rawspectrogram,linear,0.50,0.809454
OV,rawspectrogram,linear,0.75,0.810338
OV,rawspectrogram,linear,1.00,0.806690
OV,rawspectrogram,sepnl_spline,0.00,0.715639
OV,rawspectrogram,sepnl_spline,0.25,0.804372
OV,rawspectrogram,sepnl_spline,0.50,0.808240
OV,rawspectrogram,sepnl_spline,0.75,0.804665
OV,rawspectrogram,sepnl_spline,1.00,0.817071
OV,rawspectrogram,sepnl_dists,0.00,0.722833
OV,rawspectrogram,sepnl_dists,0.25,0.809654
OV,rawspectrogram,sepnl_dists,0.50,0.820490
OV,rawspectrogram,sepnl_dists,0.75,0.822253
OV,rawspectrogram,sepnl_dists,1.00,0.821165
OV,rawspectrogram,poisson,0.00,0.754050
OV,rawspectrogram,poisson,0.25,0.760583
OV,rawspectrogram,poisson,0.50,0.765723
OV,rawspectrogram,poisson,0.75,0.767433
OV,rawspectrogram,poisson,1.00,0.753364
OV,rawspectrogram,binomial,0.00,0.522590
OV,rawspectrogram,binomial,0.25,0.520531
OV,rawspectrogram,binomial,0.50,0.758707
OV,rawspectrogram,binomial,0.75,0.762464
OV,rawspectrogram,binomial,1.00,0.765501
OV,rawspectrogram,leglm,0.00,0.774194
OV,rawspectrogram,leglm,0.25,0.789557
OV,rawspectrogram,leglm,0.50,0.794217
OV,rawspectrogram,leglm,0.75,0.791123
OV,rawspectrogram,leglm,1.00,0.777619
OV,lyons,linear,0.00,0.441992
OV,lyons,linear,0.25,0.801138
OV,lyons,linear,0.50,0.807015
OV,lyons,linear,0.75,0.810135
OV,lyons,linear,1.00,0.806137
OV,lyons,sepnl_spline,0.00,0.594717
OV,lyons,sepnl_spline,0.25,0.811037
OV,lyons,sepnl_spline,0.50,0.814510
OV,lyons,sepnl_spline,0.75,0.822363
OV,lyons,sepnl_spline,1.00,0.818688
OV,lyons,sepnl_dists,0.00,0.599083
OV,lyons,sepnl_dists,0.25,0.650501
OV,lyons,sepnl_dists,0.50,0.688821
OV,lyons,sepnl_dists,0.75,0.788555
OV,lyons,sepnl_dists,1.00,0.820886
OV,lyons,poisson,0.00,0.710950
OV,lyons,poisson,0.25,0.744759
OV,lyons,poisson,0.50,0.752614
OV,lyons,poisson,0.75,0.748126
OV,lyons,poisson,1.00,0.744017
OV,lyons,binomial,0.00,0.426055
OV,lyons,binomial,0.25,0.552501
OV,lyons,binomial,0.50,0.750231
OV,lyons,binomial,0.75,0.759093
OV,lyons,binomial,1.00,0.757180
OV,lyons,leglm,0.00,0.771351
OV,lyons,leglm,0.25,0.780046
OV,lyons,leglm,0.50,0.786877
OV,lyons,leglm,0.75,0.782793
OV,lyons,leglm,1.00,0.776913
OV,surprise,linear,0.00,0.591259
OV,surprise,linear,0.25,0.592642
OV,surprise,linear,0.50,0.591062
OV,surprise,linear,0.75,0.608405
OV,surprise,linear,1.00,0.643093
OV,surprise,sepnl_spline,0.00,0.587895
OV,surprise,sepnl_spline,0.25,0.590121
OV,surprise,sepnl_spline,0.50,0.587035
OV,surprise,sepnl_spline,0.75,0.604243
OV,surprise,sepnl_spline,1.00,0.645381
OV,surprise,sepnl_dists,0.00,0.588048
OV,surprise,sepnl_dists,0.25,0.589790
OV,surprise,sepnl_dists,0.50,0.587852
OV,surprise,sepnl_dists,0.75,0.605442
OV,surprise,sepnl_dists,1.00,0.645394
OV,surprise,poisson,0.00,0.583535
OV,surprise,poisson,0.25,0.590785
OV,surprise,poisson,0.50,0.591016
OV,surprise,poisson,0.75,0.605352
OV,surprise,poisson,1.00,0.605747
OV,surprise,binomial,0.00,0.470166
OV,surprise,binomial,0.25,0.483088
OV,surprise,binomial,0.50,0.507919
OV,surprise,binomial,0.75,0.554961
OV,surprise,binomial,1.00,0.614249
OV,surprise,leglm,0.00,0.601419
OV,surprise,leglm,0.25,0.605045
OV,surprise,leglm,0.50,0.599409
OV,surprise,leglm,0.75,0.608792
OV,surprise,leglm,1.00,0.602277
CM,rawspectrogram,linear,0.00,0.201367
CM,rawspectrogram,linear,0.25,0.201221
CM,rawspectrogram,linear,0.50,0.230006
CM,rawspectrogram,linear,0.75,0.229972
CM,rawspectrogram,linear,1.00,0.217541
CM,rawspectrogram,sepnl_spline,0.00,0.239619
CM,rawspectrogram,sepnl_spline,0.25,0.246846
CM,rawspectrogram,sepnl_spline,0.50,0.260264
CM,rawspectrogram,sepnl_spline,0.75,0.253915
CM,rawspectrogram,sepnl_spline,1.00,0.235932
CM,rawspectrogram,sepnl_dists,0.00,0.250352
CM,rawspectrogram,sepnl_dists,0.25,0.248581
CM,rawspectrogram,sepnl_dists,0.50,0.257668
CM,rawspectrogram,sepnl_dists,0.75,0.254276
CM,rawspectrogram,sepnl_dists,1.00,0.237989
CM,rawspectrogram,poisson,0.00,0.151596
CM,rawspectrogram,poisson,0.25,0.167542
CM,rawspectrogram,poisson,0.50,0.242306
CM,rawspectrogram,poisson,0.75,0.261483
CM,rawspectrogram,poisson,1.00,0.246274
CM,rawspectrogram,binomial,0.00,0.153199
CM,rawspectrogram,binomial,0.25,0.161018
CM,rawspectrogram,binomial,0.50,0.231544
CM,rawspectrogram,binomial,0.75,0.256369
CM,rawspectrogram,binomial,1.00,0.243998
CM,rawspectrogram,leglm,0.00,0.195109
CM,rawspectrogram,leglm,0.25,0.208327
CM,rawspectrogram,leglm,0.50,0.248607
CM,rawspectrogram,leglm,0.75,0.257378
CM,rawspectrogram,leglm,1.00,0.240582
CM,lyons,linear,0.00,0.194174
CM,lyons,linear,0.25,0.254597
CM,lyons,linear,0.50,0.266275
CM,lyons,linear,0.75,0.262742
CM,lyons,linear,1.00,0.250951
CM,lyons,sepnl_spline,0.00,0.266476
CM,lyons,sepnl_spline,0.25,0.275064
CM,lyons,sepnl_spline,0.50,0.292521
CM,lyons,sepnl_spline,0.75,0.286190
CM,lyons,sepnl_spline,1.00,0.235223
CM,lyons,sepnl_dists,0.00,0.270411
CM,lyons,sepnl_dists,0.25,0.297419
CM,lyons,sepnl_dists,0.50,0.294186
CM,lyons,sepnl_dists,0.75,0.282954
CM,lyons,sepnl_dists,1.00,0.262062
CM,lyons,poisson,0.00,0.146905
CM,lyons,poisson,0.25,0.169713
CM,lyons,poisson,0.50,0.232177
CM,lyons,poisson,0.75,0.335309
CM,lyons,poisson,1.00,0.324686
CM,lyons,binomial,0.00,0.165839
CM,lyons,binomial,0.25,0.165619
CM,lyons,binomial,0.50,0.268291
CM,lyons,binomial,0.75,0.331045
CM,lyons,binomial,1.00,0.321857
CM,lyons,leglm,0.00,0.172563
CM,lyons,leglm,0.25,0.179770
CM,lyons,leglm,0.50,0.270953
CM,lyons,leglm,0.75,0.328680
CM,lyons,leglm,1.00,0.297567
CM,surprise,linear,0.00,0.338604
CM,surprise,linear,0.25,0.336062
CM,surprise,linear,0.50,0.335902
CM,surprise,linear,0.75,0.327110
CM,surprise,linear,1.00,0.315323
CM,surprise,sepnl_spline,0.00,0.332278
CM,surprise,sepnl_spline,0.25,0.345698
CM,surprise,sepnl_spline,0.50,0.247615
CM,surprise,sepnl_spline,0.75,0.336819
CM,surprise,sepnl_spline,1.00,0.321742
CM,surprise,sepnl_dists,0.00,0.344733
CM,surprise,sepnl_dists,0.25,0.342685
CM,surprise,sepnl_dists,0.50,0.346135
CM,surprise,sepnl_dists,0.75,0.335281
CM,surprise,sepnl_dists,1.00,0.318347
CM,surprise,poisson,0.00,0.411025
CM,surprise,poisson,0.25,0.408628
CM,surprise,poisson,0.50,0.399913
CM,surprise,poisson,0.75,0.392258
CM,surprise,poisson,1.00,0.327474
CM,surprise,binomial,0.00,0.336800
CM,surprise,binomial,0.25,0.337450
CM,surprise,binomial,0.50,0.350831
CM,surprise,binomial,0.75,0.379300
CM,surprise,binomial,1.00,0.358177
CM,surprise,leglm,0.00,0.434855
CM,surprise,leglm,0.25,0.433679
CM,surprise,leglm,0.50,0.430199
CM,surprise,leglm,0.75,0.414009
CM,surprise,leglm,1.00,0.341599
L,rawspectrogram,linear,0.00,0.360308
L,rawspectrogram,linear,0.25,0.370554
L,rawspectrogram,linear,0.50,0.372413
L,rawspectrogram,linear,0.75,0.379517
L,rawspectrogram,linear,1.00,0.365704
L,rawspectrogram,sepnl_spline,0.00,0.424383
L,rawspectrogram,sepnl_spline,0.25,0.427240
L,rawspectrogram,sepnl_spline,0.50,0.438809
L,rawspectrogram,sepnl_spline,0.75,0.454137
L,rawspectrogram,sepnl_spline,1.00,0.446763
L,rawspectrogram,sepnl_dists,0.00,0.422537
L,rawspectrogram,sepnl_dists,0.25,0.430113
L,rawspectrogram,sepnl_dists,0.50,0.441030
L,rawspectrogram,sepnl_dists,0.75,0.455910
L,rawspectrogram,sepnl_dists,1.00,0.448412
L,rawspectrogram,poisson,0.00,0.164502
L,rawspectrogram,poisson,0.25,0.320190
L,rawspectrogram,poisson,0.50,0.388556
L,rawspectrogram,poisson,0.75,0.380354
L,rawspectrogram,poisson,1.00,0.360728
L,rawspectrogram,binomial,0.00,0.181603
L,rawspectrogram,binomial,0.25,0.204820
L,rawspectrogram,binomial,0.50,0.377668
L,rawspectrogram,binomial,0.75,0.402334
L,rawspectrogram,binomial,1.00,0.400675
L,rawspectrogram,leglm,0.00,0.233606
L,rawspectrogram,leglm,0.25,0.348524
L,rawspectrogram,leglm,0.50,0.420208
L,rawspectrogram,leglm,0.75,0.422476
L,rawspectrogram,leglm,1.00,0.400596
L,lyons,linear,0.00,0.460369
L,lyons,linear,0.25,0.468063
L,lyons,linear,0.50,0.475628
L,lyons,linear,0.75,0.475390
L,lyons,linear,1.00,0.461017
L,lyons,sepnl_spline,0.00,0.495355
L,lyons,sepnl_spline,0.25,0.415849
L,lyons,sepnl_spline,0.50,0.413538
L,lyons,sepnl_spline,0.75,0.518551
L,lyons,sepnl_spline,1.00,0.450303
L,lyons,sepnl_dists,0.00,0.483809
L,lyons,sepnl_dists,0.25,0.492971
L,lyons,sepnl_dists,0.50,0.503531
L,lyons,sepnl_dists,0.75,0.491122
L,lyons,sepnl_dists,1.00,0.489539
L,lyons,poisson,0.00,0.127592
L,lyons,poisson,0.25,0.194264
L,lyons,poisson,0.50,0.430234
L,lyons,poisson,0.75,0.397866
L,lyons,poisson,1.00,0.415820
L,lyons,binomial,0.00,0.246511
L,lyons,binomial,0.25,0.248143
L,lyons,binomial,0.50,0.410428
L,lyons,binomial,0.75,0.432962
L,lyons,binomial,1.00,0.445021
L,lyons,leglm,0.00,0.188221
L,lyons,leglm,0.25,0.390173
L,lyons,leglm,0.50,0.446395
L,lyons,leglm,0.75,0.454317
L,lyons,leglm,1.00,0.449911
L,surprise,linear,0.00,0.420579
L,surprise,linear,0.25,0.422498
L,surprise,linear,0.50,0.420411
L,surprise,linear,0.75,0.418693
L,surprise,linear,1.00,0.421187
L,surprise,sepnl_spline,0.00,0.428097
L,surprise,sepnl_spline,0.25,0.426631
L,surprise,sepnl_spline,0.50,0.424997
L,surprise,sepnl_spline,0.75,0.422924
L,surprise,sepnl_spline,1.00,0.352847
L,surprise,sepnl_dists,0.00,0.399535
L,surprise,sepnl_dists,0.25,0.418036
L,surprise,sepnl_dists,0.50,0.400045
L,surprise,sepnl_dists,0.75,0.412592
L,surprise,sepnl_dists,1.00,0.417064
L,surprise,poisson,0.00,0.304748
L,surprise,poisson,0.25,0.294579
L,surprise,poisson,0.50,0.271669
L,surprise,poisson,0.75,0.285638
L,surprise,poisson,1.00,0.336209
L,surprise,binomial,0.00,0.293653
L,surprise,binomial,0.25,0.294218
L,surprise,binomial,0.50,0.303262
L,surprise,binomial,0.75,0.328132
L,surprise,binomial,1.00,0.386030
L,surprise,leglm,0.00,0.402486
L,surprise,leglm,0.25,0.398299
L,surprise,leglm,0.50,0.391489
L,surprise,leglm,0.75,0.383819
L,surprise,leglm,1.00,0.382008
MLd,rawspectrogram,linear,0.00,0.127041
MLd,rawspectrogram,linear,0.25,0.126784
MLd,rawspectrogram,linear,0.50,0.129729
MLd,rawspectrogram,linear,0.75,0.129591
MLd,rawspectrogram,linear,1.00,0.112529
MLd,rawspectrogram,sepnl_spline,0.00,0.173726
MLd,rawspectrogram,sepnl_spline,0.25,0.172381
MLd,rawspectrogram,sepnl_spline,0.50,0.162095
MLd,rawspectrogram,sepnl_spline,0.75,0.181747
MLd,rawspectrogram,sepnl_spline,1.00,0.113217
MLd,rawspectrogram,sepnl_dists,0.00,0.182090
MLd,rawspectrogram,sepnl_dists,0.25,0.181571
MLd,rawspectrogram,sepnl_dists,0.50,0.160732
MLd,rawspectrogram,sepnl_dists,0.75,0.202375
MLd,rawspectrogram,sepnl_dists,1.00,0.181675
MLd,rawspectrogram,poisson,0.00,0.017161
MLd,rawspectrogram,poisson,0.25,0.017980
MLd,rawspectrogram,poisson,0.50,0.142668
MLd,rawspectrogram,poisson,0.75,0.170122
MLd,rawspectrogram,poisson,1.00,0.149291
MLd,rawspectrogram,binomial,0.00,0.015775
MLd,rawspectrogram,binomial,0.25,0.021280
MLd,rawspectrogram,binomial,0.50,0.113085
MLd,rawspectrogram,binomial,0.75,0.176528
MLd,rawspectrogram,binomial,1.00,0.160009
MLd,rawspectrogram,leglm,0.00,0.025015
MLd,rawspectrogram,leglm,0.25,0.048288
MLd,rawspectrogram,leglm,0.50,0.149819
MLd,rawspectrogram,leglm,0.75,0.199088
MLd,rawspectrogram,leglm,1.00,0.147719
MLd,lyons,linear,0.00,0.146937
MLd,lyons,linear,0.25,0.147695
MLd,lyons,linear,0.50,0.151804
MLd,lyons,linear,0.75,0.139821
MLd,lyons,linear,1.00,0.126442
MLd,lyons,sepnl_spline,0.00,0.130740
MLd,lyons,sepnl_spline,0.25,0.204484
MLd,lyons,sepnl_spline,0.50,0.192416
MLd,lyons,sepnl_spline,0.75,0.187790
MLd,lyons,sepnl_spline,1.00,0.170621
MLd,lyons,sepnl_dists,0.00,0.138247
MLd,lyons,sepnl_dists,0.25,0.158184
MLd,lyons,sepnl_dists,0.50,0.169823
MLd,lyons,sepnl_dists,0.75,0.144997
MLd,lyons,sepnl_dists,1.00,0.122983
MLd,lyons,poisson,0.00,0.007921
MLd,lyons,poisson,0.25,0.007977
MLd,lyons,poisson,0.50,0.080974
MLd,lyons,poisson,0.75,0.217551
MLd,lyons,poisson,1.00,0.254711
MLd,lyons,binomial,0.00,0.007476
MLd,lyons,binomial,0.25,0.050169
MLd,lyons,binomial,0.50,0.085560
MLd,lyons,binomial,0.75,0.204138
MLd,lyons,binomial,1.00,0.245299
MLd,lyons,leglm,0.00,0.008083
MLd,lyons,leglm,0.25,0.008138
MLd,lyons,leglm,0.50,0.135020
MLd,lyons,leglm,0.75,0.235560
MLd,lyons,leglm,1.00,0.223373
MLd,surprise,linear,0.00,0.146605
MLd,surprise,linear,0.25,0.146010
MLd,surprise,linear,0.50,0.147119
MLd,surprise,linear,0.75,0.148698
MLd,surprise,linear,1.00,0.151658
MLd,surprise,sepnl_spline,0.00,0.165073
MLd,surprise,sepnl_spline,0.25,0.161728
MLd,surprise,sepnl_spline,0.50,0.148584
MLd,surprise,sepnl_spline,0.75,0.170251
MLd,surprise,sepnl_spline,1.00,0.168178
