yg0616,8_B,L2a,13.881,24.912
blabla0903,2_A,L2a,25.281,24.602
oo0909,2_B,L2b,4.946,24.55
blabla0903,3_A,L2a,13.012,24.014
yg0111,5_B,L2b,9.634,23.819
yy0203,6_B,L2b,7.762,23.643
oo1010,3_B,L2b,14.557,23.204
blabla0903,1_A,L2a,21.024,23.144
pupu0606,2_B,L2a,5.732,23.079
blabla1515,3_B,L2a,14.58,22.811
blublu4142,5_B,L2a,14.909,22.097
yy0203,4_B,L2b,2.243,21.948
pipu1018,1_B,L2a,14.107,21.815
rr3637,2_B,L2b,3.266,21.174
pipu0617,10_B,L2a,14.441,20.632
blabla0713,5_B,L2a,15.671,20.054
rr3637,1_B,L2b,4.827,20.039
oo1712,3_B,L2a,6.493,18.575
blabla0713,6_B,L2a,14.389,18
rr1416,2_B,L2b,12.169,17.98
pipu1018,6_B,L2a,8.684,16.382
oo2015,6_B,L2b,10.008,15.045
blublu0809,3_B,L2b,10.45,14.913
pipu0617,5_B,L2a,18.301,14.902
pipu1018,11_B,L2a,1.108,14.832
yg0331,2_B,L2a,18.559,14.758
yg0616,9_B,L2a,9.074,14.675
blabla1904,3_B,L2a,10.491,14.354
yy2728,2_B,L2b,2.499,14.339
blublu4142,3_B,L2a,8.227,14.267
publu0717,7_B,L2b,3.831,13.883
oo1712,8_B,L2a,8.495,13.679
yg0616,10_B,L2a,12.787,13.365
yy1617,2_B,L2a,3.73,13.315
rr3637,2_A,L2b,2.475,13.273
yg0111,10_B,L2b,11.337,13.219
yg0331,10_B,L2a,8.411,12.834
rr1416,1_B,L2b,1.974,12.644
rr3637,3_B,L2b,1.788,11.674
oo2015,10_A,L2a,11.82,11.351
oo0108,1_B,L2b,10.2,11.083
pipu0617,9_B,L2a,3.64,10.868
gg0304,4_B,L2b,9.632,10.681
pipu0617,4_B,L2a,10.448,10.667
yy0212,6,L2a,6.491,10.364
rr3334,1_B,L2b,10.368,9.433
publu0717,6_B,L2a,10.945,8.883
yy0212,3_B,L2b,3.895,8.567
blublu4142,4_B,L2a,12.06,8.201
yg0616,11_B,L2a,7.98,8.081
yy2728,5,L2b,5.804,7.388
oo0108,2_B,L2b,7.024,7.371
pipu1018,7_B,L2a,6.345,6.461
blabla0313,3,L2b,5.653,6.399
oo0909,4_B,L2b,6.865,6.365
oo1220,5_B,L2a,5.342,5.897
pupu0606,3_B,L2a,4.483,5.841
pupu0511,4_A,L2a,2.187,5.292
oo1220,5_A,L2a,2.605,4.434
yy0212,4_B,L2b,1.239,4.269
yy1617,3_B,L2a,0.95,3.357
pipu1018,2_B,L2a,-1,-1
yy4344,6_B,L3,0.314,nan
pupu0606,4_B,L3,12.565,60.995
oo0909,6_B,L3,5.034,45.3
blabla1819,4_B,L3,18.456,41.42
oo1712,4_B,L3,14.106,40.836
yy2728,2_A,L3,24.192,38.903
gg0304,8_B,L3,14.195,32.575
blabla1515,4_B,L3,22.675,30.711
blabla0903,3_B,L3,27.811,27.425
blabla1515,8_B,L3,9.563,25.356
oo2015,7_A,L3,6.799,25.273
rr1416,5_B,L3,19.693,22.751
gg1114,5_B,L3,8.015,18.638
yg0111,3_B,L3,9.578,18.418
yg0331,3_B,L3,7.495,17.925
blabla1515,5_B,L3,12.916,17.527
oo1920,7_B,L3,11.428,17.494
pupu1203,3_B,L3,9.877,17.321
gg0304,9_B,L3,2.817,16.937
oo1010,4_B,L3,6.232,16.019
yy2728,4_A,L3,12.762,15.924
oo1415,6_B,L3,10.104,15.668
pupu0511,3_A,L3,20.369,15.05
blublu0809,4_B,L3,17.683,13.405
ww1211,5_A,L3,2.4,13.316
gg0304,10_B,L3,6.084,12
yg0111,2_B,L3,6.849,10.886
yg0331,4_B,L3,10.575,10.784
yg0111,4_B,L3,8.56,10.372
oo1712,5_B,L3,11.152,9.905
pipu1018,3_B,L3,8.762,8.477
blabla0903,6_A,L3,7.726,8.273
blabla0903,5_A,L3,5.055,8.105
blabla0903,4_B,L3,5.066,7.804
yg0111,6_B,L3,4.807,7.668
oo2015,7_B,L3,8.13,7.526
gg1114,7_A,L3,3.828,7.514
pipu1018,4_B,L3,9.727,7.409
pupu0607,6_A,L3,2.26,7.405
yg0111,8_B,L3,7.066,6.578
pupu0607,5_A,L3,2.771,6.454
yg0111,7_B,L3,6.223,6.292
blabla1904,4_B,L3,3.552,6.126
yg0331,5_B,L3,6.35,5.455
blabla1904,5_B,L3,3.931,4.749
pupu0333,3_B,L3,3.614,3.983
oo1220,6_A,L3,1.342,3.853
oo1220,6_B,L3,2.655,2.884
blublu0809,2_B,CM,25.564,97.466
yy2728,7_B,CM,12.614,56.442
yy0203,6_A,CM,18.421,49.63
yy0212,2_B,CM,20.583,46.979
pupu2122,1_B,CM,4.26,46.741
oo1220,2_A,CM,11.683,43.137
yy4344,1_B,CM,6.428,34.527
yy0203,2_A,CM,2.721,31.9
yy0203,4_A,CM,3.159,29.679
blublu0809,1_B,CM,14.841,28.046
yg0616,4_B,CM,7.005,25.691
oo2015,2_B,CM,5.659,24.549
yg0616,7_B,CM,2.181,24.154
yy0212,5,CM,4.236,23.734
pupu0333,5_B,CM,5.05,20.909
oo1920,3_B,CM,6.207,19.546
oo1220,2_B,CM,9.989,18.827
yg0616,5_B,CM,5.577,17.084
oo1220,1_A,CM,4.863,15.095
yg0616,6_B,CM,7.85,13.442
oo0108,4_B,CM,2.677,13.285
oo1920,10_B,CM,5.618,13.125
yy2728,6_B,CM,3.23,12.362
oo1920,5_B,CM,10.074,11.137
pupu0511,1_B,CM,7.372,11.128
yy0203,5_A,CM,2.796,10.775
oo1920,9_B,CM,8.028,9.957
oo1712,2_B,CM,23.849,9.868
oo1920,4_B,CM,6.815,8.534
oo1220,1_B,CM,1.502,7.352
yy2728,1_B,CM,1.018,6.94
gg1114,2_A,CM,3.962,5.717
pupu0607,2_A,CM,3.257,5.517
pupu0607,1_B,CM,3.627,3.96
blabla1904,1_B,CM,3.605,3.928
oo1920,2_B,CM,3.183,3.753
pupu0333,4_B,CM,1.84,2.233
