blublu4546,2_B,L
gg0304,6_B,L
yg0111,2_B,L
yg0331,2_B,L
pipu0617,5_B,L
blabla0713,2_B,L
gg1114,7_A,L
ww1211,4_B,L
rr1416,5_B,L
rr3637,2_A,L
yg0331,5_B,L
blabla0903,1_A,L
yy0203,3_A,L
oo0909,4_B,L
yg0331,9_B,L
publu0717,7_B,L
oo1415,2_B,L
yy2728,5,L
lghp1616,4_B,L
oo2015,10_A,L
blublu4142,4_B,L
oo2015,5_A,L
pupu0511,3_A,L
yg0111,3_B,L
yy2728,6_A,L
pupu2122,2_B,L
lghp1616,6_B,L
yy1617,5_B,L
pipu1018,2_B,L
pipu0617,8_B,L
yg0616,10_B,L
blabla0903,5_B,L
blabla1904,3_B,L
pupu0607,5_A,L
blabla0903,2_A,L
yg0111,9_B,L
oo1010,4_B,L
oo1920,6_B,L
blabla0713,5_B,L
yg0111,6_B,L
gg1114,5_B,L
oo0909,6_B,L
blabla1515,8_B,L
pipu0617,3_B,L
yg0616,11_B,L
oo1712,8_B,L
yy0203,5_B,L
gg1114,4_A,L
blabla1904,5_B,L
oo1712,7_B,L
pupu0606,2_B,L
pupu0607,5_B,L
oo0909,5_B,L
pipu0617,9_B,L
pupu0607,3_B,L
lghp1616,8_B,L
pipu1018,11_B,L
pupu2122,5_A,L
rr1416,1_B,L
blabla0903,2_B,L
oo2015,7_B,L
pupu0606,3_B,L
rr3637,1_B,L
pupu0333,3_B,L
blublu4546,2_A,L
pupu0511,4_A,L
pipu1018,7_B,L
blabla1515,5_B,L
yy2728,2_B,L
ww1211,5_A,L
yg0331,10_B,L
lghp1616,10_B,L
pupu0607,6_A,L
blabla0903,3_A,L
ww1211,2_B,L
yy0203,4_B,L
pupu2122,3_B,L
yy0212,4_B,L
pupu0606,4_B,L
blabla0903,5_A,L
blublu9394,7_B,L
yg0616,12_B,L
oo1220,3_B,L
rr1416,2_B,L
pipu1018,1_B,L
blublu0809,3_B,L
oo1010,1_B,L
yy2728,4_B,L
yg0616,8_B,L
pupu0511,3_B,L
blabla0313,3,L
publu0717,9_B,L
blabla0903,4_B,L
blabla1515,2_B,L
oo1712,5_B,L
pupu2122,2_A,L
oo0909,2_B,L
lghp1616,7_B,L
oo1415,5_B,L
pupu1203,3_B,L
oo1712,3_B,L
yy1617,2_B,L
blabla0713,4_B,L
blabla0903,3_B,L
blabla0713,3_B,L
pipu0617,7_B,L
oo2015,6_A,L
yg0111,8_B,L
ww1211,3_B,L
rr3334,1_B,L
pupu0607,2_B,L
yy2728,4_A,L
oo1220,6_A,L
pupu0607,3_A,L
blabla1515,7_B,L
yg0331,4_B,L
yg0331,3_B,L
rr3637,2_B,L
pipu0617,10_B,L
blabla1819,4_B,L
pipu0617,4_B,L
yg0111,7_B,L
oo1010,3_B,L
pupu0607,4_B,L
blabla1904,4_B,L
blublu0809,4_B,L
oo0108,2_B,L
pupu2122,4_A,L
publu0717,6_B,L
yg0111,5_B,L
pipu1018,6_B,L
pipu1018,3_B,L
blublu4142,3_B,L
oo1220,5_A,L
yy2728,2_A,L
yy2728,1_A,L
yg0111,10_B,L
oo2015,3_B,L
blublu9394,5_B,L
oo2015,7_A,L
oo1220,5_B,L
blabla1515,3_B,L
oo1220,6_B,L
yg0616,9_B,L
gg0304,8_B,L
yy1617,3_B,L
gg0304,10_B,L
yy0212,3_B,L
oo1415,6_B,L
lghp1616,5_B,L
yg0111,4_B,L
lghp1616,9_B,L
blabla0713,6_B,L
oo1920,7_B,L
oo0108,1_B,L
gg0304,4_B,L
rr1416,4_B,L
oo2015,6_B,L
yy4344,6_B,L
oo2015,5_B,L
pupu0511,2_A,L
oo1712,4_B,L
rr3637,3_A,L
blabla1515,4_B,L
pipu1018,4_B,L
publu0717,3_B,L
yy0212,6,L
yg0331,8_B,L
gg0304,9_B,L
pupu0511,5_A,L
ww1211,1_B,L
oo2015,9_A,L
yy2728,7_A,L
blublu9394,3_B,L
pupu0511,1_A,L
blublu9394,2_B,L
blublu4142,5_B,L
rr3637,3_B,L
pupu2122,3_A,L
blabla1515,6_B,L
pupu0333,2_B,L
pupu0607,4_A,L
blublu9394,4_B,L
oo2015,8_A,L
ww1211,5_B,L
blabla0903,6_A,L
yy0203,6_B,L
blabla0903,1_B,L
oo1415,3_B,L
blabla0713,2_B,L1
yg0331,9_B,L1
oo2015,5_A,L1
yy2728,6_A,L1
pipu0617,8_B,L1
blabla0903,5_B,L1
pipu0617,3_B,L1
pupu0607,3_B,L1
blabla0713,3_B,L1
pipu0617,7_B,L1
oo2015,6_A,L1
pupu0607,2_B,L1
pupu0607,3_A,L1
pupu0607,4_B,L1
yg0331,8_B,L1
yy2728,7_A,L1
pupu0607,4_A,L1
yg0331,2_B,L2a
pipu0617,5_B,L2a
blabla0903,1_A,L2a
oo2015,10_A,L2a
blublu4142,4_B,L2a
pupu2122,2_B,L2a
yy1617,5_B,L2a
pipu1018,2_B,L2a
yg0616,10_B,L2a
blabla1904,3_B,L2a
blabla0903,2_A,L2a
oo1920,6_B,L2a
blabla0713,5_B,L2a
yg0616,11_B,L2a
oo1712,8_B,L2a
oo1712,7_B,L2a
pupu0606,2_B,L2a
pupu0607,5_B,L2a
pipu0617,9_B,L2a
pipu1018,11_B,L2a
blabla0903,2_B,L2a
pupu0606,3_B,L2a
pupu0511,4_A,L2a
pipu1018,7_B,L2a
yg0331,10_B,L2a
blabla0903,3_A,L2a
pupu2122,3_B,L2a
pipu1018,1_B,L2a
yy2728,4_B,L2a
yg0616,8_B,L2a
blabla1515,2_B,L2a
oo1415,5_B,L2a
oo1712,3_B,L2a
yy1617,2_B,L2a
blabla0713,4_B,L2a
blabla1515,7_B,L2a
